external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
KIF11,CD0,"-0,056053331","-0,063028718","0,08055481","0,098526626","0,108164842","-0,150488369","0,1722453","-0,137377572","-0,060806378","0,04188338","0,025259032","-0,085205004","0,043001985"
CUZD1,CD0,"0,045994928","0,169986856","-0,050107485","0,026223568","-0,122461365","0,006307316","-0,089043374","0,069800998","0,137614348","-0,083632095","0,080336073","0,141688017","-0,034149081"
TACC2,CD0,"0,538040088","-0,231139485","-0,276474978","-0,324206391","0,405258979","-0,094762364","0,025738748","0,156181109","0,129893333","0,498941892","-0,330092219","-0,060233727","0,546437416"
DUSP5,CD0,"0,055741684","-0,03829085","-0,090094885","-0,024148066","0,032273573","0,039346782","-0,019111336","0,079339706","0,046333051","0,03914831","0,066898249","0,261261039","0,010845612"
CALHM2,CD8,"0,295075773","0,156722471","-0,202474325","-0,177812392","-0,065201927","0,246907647","-0,249602993","0,362866139","0,259575832","0,127965573","0,046895195","0,256512122","0,096836963"
ARL3,CD0,"0,422284301","-0,357085447","-0,178682001","-0,251603065","0,529906016","-0,209641071","0,198489426","-0,040875964","0,0556888","0,659450228","-0,125851107","-0,132748388","0,527921861"
CEP55,CD0,"-0,063633305","0,282467244","-0,03688613","0,069808053","-0,240311657","0,26158408","-0,239596411","0,182011896","0,066664731","-0,151389135","0,186194892","0,194441436","-0,196239642"
KIF20B,CD0,"0,031376195","0,007783234","-0,02352778","-0,080844303","0,031306327","-0,109310272","0,043370931","-0,071733912","-0,032817596","0,012556342","0,01758313","-0,028963257","0,055000258"
ENTPD1,CD11,"-0,258349063","0,063292994","0,132982251","0,349315706","-0,313567829","0,155683927","-0,097161793","0,074561511","0,033113848","-0,311436283","0,595622427","0,457958934","-0,392529259"
PLCE1,CD0,"-0,04094079","-0,085454919","0,013174405","0,310524323","-0,134148004","0,077713585","-0,016921751","0,114397634","0,152224603","-0,150102331","0,221203066","0,342279912","-0,148995115"
RBP4,CD1,"0,480865303","-0,267613484","-0,392430423","-0,336488159","0,505482062","-0,151520301","0,09724323","0,033249326","0,016048267","0,63225963","-0,128589403","-0,100120798","0,507513936"
DBR1,CD0,"-0,206670581","-0,230540208","0,304437108","0,144729547","0,162279475","-0,365553678","0,406927693","-0,373514133","-0,124594071","-0,030331985","0,05032185","-0,136986399","-0,016001626"
DNAJC13,CD0,"0,077190669","-0,34450351","0,050537326","-0,086669097","0,428413837","-0,404287942","0,441308349","-0,323839617","-0,132108065","0,253365592","0,000167892","-0,015673992","0,350678071"
GPR87,CD0,"-0,066251264","0,206787533","-0,053651553","0,011297555","-0,061452025","0,212015907","-0,078620211","0,063191992","-0,069457599","-0,050439027","-0,060078801","-0,03283789","-0,052736026"
ANXA7,CD0,"-0,060036618","-0,328159711","0,055312452","-0,056357227","0,474185783","-0,364623146","0,478306776","-0,40243351","-0,30664811","0,249561477","-0,089256088","-0,109980971","0,273623443"
NCOA4,CD3,"-0,321976234","-0,487698506","0,537702706","0,326347506","0,272354159","-0,413808055","0,668983106","-0,490092381","-0,122571077","-0,022802238","0,201091726","-0,020261197","-0,00928056"
MSMB,CD0,"0,152850578","0,134537443","-0,110011677","-0,090465663","-0,072121731","0,246333114","-0,184014671","0,23898131","0,113190082","0,062836849","-0,103170778","-0,083436864","0,039016227"
ASCC1,CD3,"-0,441217214","-0,340732591","0,689742927","0,471153142","0,045505713","-0,384942392","0,556801627","-0,480795203","-0,057056288","-0,168648512","0,253847198","-0,086212776","-0,302587689"
RPS24,CD0,"-0,110381108","-0,247781954","0,15435411","0,223468667","0,119148839","-0,096773315","0,260569143","-0,110486229","0,035290313","0,025048515","0,136186962","-0,019461169","-0,10918358"
DNA2,CD0,"0,016445879","-0,063190579","0,043157355","0,053812189","-0,081764788","-0,009088988","0,024159361","0,049209322","0,122307352","-0,101598405","0,017964976","-0,014230972","-0,021649511"
AOX1,CD2,"-0,13626942","0,371172188","-0,121373512","-0,052560819","-0,202492422","0,263450083","-0,21016269","0,126733842","-0,118083331","-0,182403606","0,104540162","0,312836791","-0,189407962"
SMARCAL1,CD0,"0,27824612","-0,131484228","0,036615637","-0,118943262","0,101855663","-0,023562772","0,045259813","0,126430504","0,240936659","0,244588802","0,012304766","0,094005094","0,162956922"
BARD1,CD0,"-0,118052622","-0,241393481","0,307892695","0,185110944","0,036420307","-0,105419409","0,254559438","-0,123937016","0,091017298","-0,014704376","0,183463704","-0,047392263","-0,120765348"
STAT4,CD13,"0,380260472","-0,231250392","-0,309613149","-0,34474984","0,504355716","-0,21530856","0,115189155","-0,088058199","-0,097678493","0,540751396","-0,311841315","-0,140296386","0,674236839"
MSTN,CD0,"-0,050605558","-0,063823812","0,046869187","0,103856975","0,066306004","-0,080084591","0,162574565","-0,079707419","-0,011502571","-0,023255042","-0,008345033","0,057435382","0,001611305"
CARF,CD0,"0,053979444","-0,434573507","0,220008326","-0,033399033","0,355902265","-0,441439213","0,431233341","-0,303858759","-0,045405369","0,211292177","-0,108891296","-0,126274038","0,254762966"
ASNSD1,CD5,"-0,005013048","-0,460431248","0,030024675","-0,139707064","0,638236053","-0,417364062","0,564080509","-0,421494123","-0,286408225","0,407530665","-0,051367962","-0,177514317","0,405447917"
METTL5,CD5,"-0,007106126","-0,459690566","0,035369396","-0,224920509","0,7212456","-0,399608418","0,585600829","-0,444468125","-0,352163084","0,495000143","-0,048651286","-0,122001233","0,416109606"
SSB,CD0,"-0,062556564","-0,412476993","-0,048373868","-0,17784139","0,536100568","-0,296583868","0,447063643","-0,375647273","-0,3561429","0,276200282","-0,138350201","-0,130556526","0,333675697"
NAB1,CD7,"-0,07710334","-0,41332283","0,227659526","-0,01728138","0,441359521","-0,367971392","0,558404635","-0,364004333","-0,17901733","0,165844184","-0,114398856","0,00291514","0,265458851"
PPIG,CD0,"-0,02254171","-0,341337286","0,011237372","-0,087317802","0,294529905","-0,236654486","0,288085575","-0,25164471","-0,163944721","0,145072115","-0,118700718","-0,105779254","0,18475606"
FASTKD1,CD0,"0,076230602","-0,363394347","0,091883024","-0,044878658","0,325056795","-0,221994584","0,368567774","-0,165557536","0,024037863","0,177420543","-0,093138885","-0,054432401","0,307114054"
IDH1,CD4,"-0,301776395","-0,30030962","0,361191218","0,514768924","-0,018539833","-0,134542357","0,373864912","-0,207646322","0,021402178","-0,20670095","0,211029715","0,040136973","-0,225946712"
OLA1,CD5,"0,317572898","-0,297930492","-0,202558968","-0,450807464","0,699045185","-0,295795516","0,330190246","-0,215764648","-0,213196813","0,619901296","-0,286397915","-0,256004719","0,658777593"
CIR1,CD0,"0,020306485","-0,391942142","0,036945104","0,082116117","0,270998348","-0,200111309","0,302749706","-0,175390489","-0,061437829","0,174931456","-0,078837399","-0,12901879","0,184989962"
SSFA2,CD3,"-0,486409082","-0,200580512","0,526381816","0,453118906","-0,120328794","-0,285325471","0,378295375","-0,362491192","-0,043085293","-0,406063554","0,197071089","0,117734261","-0,419524015"
CHRNA1,CD0,"-0,016265136","0,376131221","-0,223059445","-0,177118936","-0,093802017","0,257415597","-0,230293515","0,138035708","-0,11738336","-0,051242211","-0,052308314","0,049899838","0,00599253"
WDR12,CD0,"-0,094074076","-0,270928916","-0,026750181","-0,094062172","0,48678944","-0,251647941","0,429776629","-0,350223925","-0,353153437","0,274605246","0,012537064","-0,099621773","0,297352391"
ABI2,CD0,"0,254286392","-0,186344475","-0,310244371","-0,142842541","0,302996531","-0,11450624","0,053539347","-0,024403001","-0,148593493","0,243731161","-0,283252634","-0,168952889","0,379863369"
ITGAV,CD4,"-0,559672666","-0,194404463","0,550564567","0,733159273","-0,118835321","-0,250211396","0,446260198","-0,394340341","-0,125468867","-0,429191753","0,166429061","-0,072983082","-0,443057452"
SLC35A5,CD7,"-0,291077367","-0,510561202","0,626566009","0,055834567","0,47530615","-0,49345624","0,772152955","-0,592920834","-0,223760796","0,203396604","0,056616036","-0,219595732","0,088300965"
SENP7,CD0,"-0,355356966","-0,274577405","0,384755197","0,217513155","0,106834538","-0,388568969","0,473287066","-0,416091185","-0,173980039","-0,202766549","0,041352184","0,008380935","-0,136757413"
MNS1,CD0,"-0,011521089","-0,231646513","0,142111684","0,186856097","0,083493284","-0,206266697","0,223961273","-0,127796152","0,0804658","-0,016310306","-0,026618238","-0,04781712","0,070559155"
USP8,CD7,"-0,177341067","-0,441400745","0,239815933","0,125052612","0,325363816","-0,490984326","0,533722707","-0,448354479","-0,199461091","0,012069622","-0,056408225","-0,070432986","0,118305839"
SECISBP2L,CD3,"-0,302306739","-0,210694988","0,636516034","0,125808625","0,080639491","-0,337949249","0,478878543","-0,397302133","-0,043863507","-0,156559409","-0,019072511","-0,266605519","-0,147131741"
TMOD3,CD0,"-0,148025317","-0,16583367","0,062823304","0,226590953","0,072353804","-0,279494195","0,248839172","-0,213105833","-0,079291492","-0,139362973","0,139695353","0,201970006","-0,063014134"
GLCE,CD5,"0,307624304","-0,412671523","0,008953591","-0,4260619","0,623753431","-0,412466783","0,427801006","-0,256616292","-0,115152739","0,548605202","-0,204463826","-0,12245858","0,575551547"
APH1B,CD3,"-0,230447528","-0,118529935","0,421463859","0,260691902","0,010974937","-0,195977521","0,333014368","-0,243395796","-0,011484248","-0,084907359","0,187490351","0,013297877","-0,176846545"
VWA9,CD0,"-0,145926156","-0,077099444","0,230131764","0,165057781","0,043608868","-0,188595317","0,203352772","-0,232478846","-0,108458626","0,016560832","0,082372868","-0,027289226","-0,063644364"
PARP16,CD0,"0,021171834","0,102835518","0,10273233","0,224238728","-0,250955957","0,015932384","-0,101680327","0,122569188","0,214905616","-0,192270436","0,001096379","0,036085738","-0,154921854"
PPCDC,CD0,"-0,026650753","0,165709769","0,172326531","0,01440607","-0,125032994","0,05841278","-0,075620967","0,057580319","0,090574006","-0,045549595","-0,022564484","0,051263279","-0,144338243"
HCN4,CD0,"0,077520422","0,357917651","-0,222490193","-0,072875882","-0,151035433","0,319951532","-0,272078043","0,245377928","0,035101425","-0,05233402","-0,062021801","0,063726945","-0,010547978"
SEMA7A,CD0,"0,262942628","0,105645295","-0,023027477","-0,323202984","0,047022345","0,229358273","-0,131118354","0,256546193","0,129954433","0,219872713","-0,044728856","0,055299826","0,235539793"
ARHGAP24,CD4,"-0,326620658","0,058293382","0,162995869","0,593568606","-0,317195439","0,100174943","-0,003011869","-0,031870309","-0,000105855","-0,394691325","0,302939359","0,167079078","-0,389107946"
FAM13A,CD0,"0,243317947","-0,29725398","-0,236231458","0,000344469","0,339681631","-0,273989903","0,222962754","-0,116570868","0,019319753","0,222905637","-0,066669552","-0,131080051","0,446611876"
HERC3,CD0,"0,086678014","-0,136940861","-0,058155986","-0,271563656","0,395646175","-0,172181848","0,297906264","-0,184901378","-0,233339567","0,251418206","-0,145013511","-0,079013671","0,387970118"
HERC6,CD0,"0,382020736","-0,345764049","-0,107075285","-0,227814542","0,464089364","-0,319339006","0,208609021","-0,110074976","0,045117371","0,539190078","-0,145919668","-0,078909665","0,545385705"
HERC5,CD4,"-0,309368422","0,007475474","0,31771289","0,380208536","-0,270238203","-0,068772998","0,062987071","-0,124185846","0,046493285","-0,299890123","0,412056924","0,183170298","-0,395715931"
NDST4,CD0,"-0,018185053","0,273205508","-0,160773706","-0,093623614","-0,130856665","0,199259536","-0,208304953","0,124500118","-0,085819649","-0,092147458","-0,034644778","0,079110922","-0,064635659"
AP1AR,CD5,"0,023135053","-0,405098264","-0,050917168","-0,304100452","0,654558246","-0,478907104","0,526584835","-0,455706295","-0,383481957","0,369035414","-0,1205898","-0,213241909","0,464752978"
COPS4,CD5,"0,148511108","-0,444034979","-0,084546318","-0,453032228","0,877923188","-0,422109506","0,547741692","-0,430229433","-0,404376099","0,739931103","-0,108648355","-0,216357534","0,600032322"
HNRNPD,CD4,"-0,176710853","0,020647582","0,159842706","0,363845982","-0,107827985","0,150971704","0,086528995","0,039269464","0,024793793","-0,182355245","0,150311754","0,18261395","-0,227560224"
PRKG2,CD0,"-0,007184477","0,118511914","-0,290667651","-0,112081128","0,032994946","-0,050028265","-0,078502464","-0,039131084","-0,198614926","-0,041764923","0,036591137","0,192035475","0,095514666"
SEC31A,CD0,"0,268021173","-0,349082339","0,055521667","-0,101318623","0,345625524","-0,279186124","0,330298853","-0,100248016","0,151162113","0,297088713","-0,023753477","0,028165751","0,373578015"
FGF5,CD0,"0,076810564","0,24954478","-0,334800978","-0,117104472","-0,123707526","0,2296429","-0,298725732","0,193948947","-0,06406636","-0,044932668","-0,0903558","0,102197437","0,049737999"
IL21,CD0,"-0,138338763","0,34892773","-0,088753971","-0,020415422","-0,196921537","0,160304939","-0,212717881","0,056972542","-0,126931193","-0,198195997","-0,015992851","0,012254684","-0,140890353"
FGF2,CD4,"-0,342395066","-0,004359828","0,172244002","0,818469822","-0,346702955","-0,032368927","0,057262624","-0,063804991","0,06570304","-0,510277969","0,185805189","-0,019231128","-0,437485028"
BBS7,CD5,"0,170387314","-0,417699686","-0,033361505","-0,336551284","0,644046232","-0,478673063","0,50153795","-0,37942378","-0,242014656","0,402337886","-0,237588387","-0,185603569","0,594961795"
BMPR1B,CD4,"-0,338108872","0,039814826","0,158164499","0,755135703","-0,356899303","0,071477764","-0,011040803","-0,026406883","-0,00657807","-0,474932826","0,075630201","0,034803826","-0,424555066"
RAP1GDS1,CD5,"0,241027964","-0,452242865","0,197991459","-0,43779056","0,664537416","-0,336863932","0,465925235","-0,278124212","-0,079364843","0,662390454","-0,102867766","-0,301105136","0,554122325"
MMRN1,CD0,"-0,049667128","0,117298075","-0,001281369","0,050208845","-0,171902961","0,14105396","-0,125988924","0,113415396","0,06061791","-0,129333993","0,340740621","0,252324707","-0,1631596"
PDE5A,CD0,"-0,254550153","0,38459571","-0,161856717","-0,004067871","-0,200347174","0,192314163","-0,188636815","-0,000189939","-0,265493159","-0,288290931","0,054809584","0,341453357","-0,185591147"
PRDM5,CD0,"-0,043044623","0,363352018","-0,21041208","-0,054887649","-0,187802438","0,229011994","-0,305731762","0,155330128","-0,106796962","-0,1305075","-0,001315084","0,131148598","-0,088039241"
TRPC3,CD0,"-0,002516839","0,049288775","-0,207112194","-0,257084466","0,18970726","-0,049956528","0,009443204","-0,081550227","-0,30021143","0,085173606","-0,14667543","0,182014825","0,21940403"
NAAA,CD0,"0,126090894","0,014747199","-0,177295317","-0,054579886","0,110703578","-0,069887965","-0,012648057","-0,004549513","-0,039442935","0,152729311","-0,031705531","0,046257975","0,173637534"
NUP54,CD7,"-0,193243046","-0,430112436","0,40923527","0,025879764","0,421733956","-0,470513947","0,651487704","-0,483079018","-0,189618191","0,155501507","0,0747528","-0,045749747","0,09964415"
CXCL9,CD2,"-0,200450777","0,517246448","-0,090197941","-0,047534631","-0,27638951","0,243305257","-0,286559972","0,076425932","-0,126325216","-0,249243627","0,08119919","0,089469572","-0,241864852"
BMP2K,CD4,"-0,252544947","-0,211430737","0,322895577","0,532796586","-0,147501401","-0,208146304","0,188802678","-0,193260081","0,012095335","-0,261424588","0,171054046","0,002952474","-0,262340802"
G3BP2,CD5,"0,102750285","-0,366036584","-0,084303162","-0,495980943","0,866841325","-0,475189563","0,573975117","-0,489853644","-0,446537934","0,639945234","-0,206501255","-0,299619376","0,636111353"
10/set,CD0,"0,031589757","-0,077810635","-0,205418688","0,034453961","0,239298257","-0,17595856","0,194759193","-0,123556508","-0,170902266","0,012031369","-0,19013731","0,032953282","0,15690009"
FRAS1,CD1,"0,432258251","-0,136585497","-0,206234873","-0,306122708","0,266166634","-0,15191465","0,005280675","0,065986956","0,116849452","0,323217912","-0,262138427","-0,013879478","0,529577331"
SCARB2,CD3,"-0,357266306","-0,37511749","0,763533511","0,222295215","0,18675155","-0,387547232","0,611610278","-0,511178835","-0,095425929","-0,03643316","0,077373356","-0,204580083","-0,095058977"
USO1,CD5,"-0,004006343","-0,570604474","0,224166894","-0,215998213","0,726771258","-0,421958109","0,689249863","-0,457815854","-0,263594501","0,511862054","-0,00464475","-0,112888038","0,429816489"
CDKL2,CD0,"0,059886371","-0,003875955","-0,211801751","-0,364634757","0,287246215","-0,076193746","0,071671243","-0,131773053","-0,287262551","0,231522874","-0,025650253","-0,052573603","0,296663978"
ANXA3,CD0,"-0,040219556","-0,163662455","0,087787218","0,178823347","-0,018127711","-0,081393101","0,095741005","0,001962693","0,102312495","-0,079567403","0,076100877","0,298118155","-0,044321415"
PPA2,CD0,"0,107870672","-0,383612202","0,080011013","-0,065677259","0,36435481","-0,259400707","0,333270845","-0,158986645","0,011073153","0,306493492","-0,025208048","-0,056380266","0,250297151"
CENPE,CD0,"-0,053886694","0,178799579","-0,035493349","-0,105761029","-0,036723507","-0,023084012","-0,047109903","-0,051868805","-0,087753475","-0,038977107","0,040917772","-0,05460446","-0,013128513"
GSTCD,CD0,"0,019430108","-0,20199425","0,128810012","0,173634776","0,053602308","-0,11260645","0,182524139","-0,026513879","0,093993051","0,037423905","0,140489523","0,035209988","-0,00964244"
INTS12,CD7,"-0,109872336","-0,492482157","0,267639049","0,111145688","0,417790532","-0,348115264","0,550731376","-0,364679207","-0,092116508","0,288057644","0,184754277","-0,131109302","0,133334546"
CASP6,CD0,"-0,21900846","-0,008602045","0,131206839","0,242311278","-0,191297394","-0,050732444","0,032694209","-0,079819354","0,044114612","-0,245798645","0,172384783","0,05233172","-0,257233348"
HADH,CD4,"-0,241970175","-0,121885695","0,277301073","0,451687295","-0,024608819","-0,09373126","0,297136255","-0,149382918","0,0272528","-0,17442745","0,102385064","0,156994799","-0,220092629"
EGF,CD0,"0,061798071","-0,060100573","-0,0856674","-0,026051749","0,08332149","-0,056958807","0,058022764","-0,001008225","-0,032111088","0,063937821","-0,049144221","0,061087987","0,063538363"
PAPSS1,CD0,"0,09630303","-0,396681538","0,393857947","-0,161947864","0,288705411","-0,272706533","0,39677503","-0,216601459","0,086181897","0,266288112","-0,058963978","-0,242441917","0,20978195"
SEC24B,CD7,"-0,180419186","-0,53449759","0,26831412","0,177319903","0,493103696","-0,593807786","0,727355547","-0,569780524","-0,226407152","0,125838711","-0,015951322","-0,130051698","0,211865182"
