external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
EDC4,CD1,"0,506933827","-0,141930522","-0,067538257","-0,121734777","0,103341468","0,011059102","-0,045023075","0,286100596","0,400140632","0,308764773","-0,176125014","-0,053672731","0,300366693"
TRIO,CD1,"0,547524896","-0,091293064","-0,376421448","-0,170707439","0,082444498","0,013979807","-0,182554433","0,324257143","0,361495124","0,225102765","-0,144592224","-0,053568994","0,378443721"
VCAN,CD3,"-0,351165694","-0,117753701","0,594686279","0,487573521","-0,320709657","-0,083702815","0,177790797","-0,127370743","0,195310668","-0,389645957","0,343278359","0,087921746","-0,48230593"
CLEC16A,CD1,"0,378908558","-0,140892085","-0,094382725","0,039872105","-0,024822482","-0,027075193","-0,093766896","0,260923974","0,398061404","0,091185124","-0,174668084","-0,017655908","0,212266347"
MSR1,CD0,"-0,109857116","0,301187045","-0,031390947","-0,056429492","-0,162177319","0,170638475","-0,150785809","0,060673205","-0,063545586","-0,104811976","0,204225821","0,094065352","-0,167937155"
CDH1,CD3,"-0,226427618","-0,185388051","0,57369832","0,105007592","0,008184851","-0,147622673","0,283369889","-0,209650834","0,006343015","-0,035436317","0,23801093","0,074387271","-0,200659287"
SKIV2L2,CD5,"-0,010464054","-0,505821211","0,190340134","-0,159911565","0,67338022","-0,448808799","0,674469326","-0,467552737","-0,245052817","0,439517728","-0,061295611","-0,179169542","0,410540011"
ZFYVE16,CD3,"-0,314565438","-0,402913287","0,773609776","0,200556743","0,148923862","-0,388388231","0,574776019","-0,42297122","-0,027723895","-0,041653118","0,073237561","-0,085003753","-0,150808416"
FAM65A,CD1,"0,420327881","0,176979846","-0,36161379","0,03176701","-0,265092829","0,311118605","-0,433671919","0,55040954","0,380941653","-0,066761332","-0,104965444","0,266304793","0,083456469"
C6,CD2,"-0,138953062","0,591989715","-0,191610734","-0,089408764","-0,286963613","0,318270846","-0,355180752","0,14149539","-0,13743741","-0,256678992","0,018117991","0,088707392","-0,178171919"
RAI14,CD3,"-0,236224848","-0,137305632","0,537514716","0,375196569","-0,225240318","-0,08247911","0,17760928","-0,059083717","0,200289731","-0,258285275","0,210227387","0,194505496","-0,382785478"
SOX30,CD0,"0,023700486","0,180520935","-0,034786046","-0,06765324","-0,110950944","0,180899072","-0,181936599","0,147059841","0,007871211","-0,020217057","-0,118509203","0,008842413","-0,053775333"
PNKP,CD1,"0,577388698","-0,070494589","-0,151039795","-0,213827929","0,076407393","0,125471167","-0,223911864","0,408316081","0,417174713","0,41896381","-0,093922934","-0,007307626","0,267213721"
BEST2,CD2,"-0,082485448","0,583117102","-0,141039757","-0,081306758","-0,32912775","0,381211757","-0,385178161","0,243778637","-0,036546658","-0,231502185","0,044330049","0,089448061","-0,223096594"
PHLPP2,CD0,"0,263751041","-0,325393991","-0,19559296","-0,100287097","0,410350441","-0,241490016","0,28153507","-0,130109918","-0,073040925","0,266795578","-0,31884146","-0,145659475","0,506809623"
SPDL1,CD0,"-0,08806736","-0,117585719","0,110968209","0,039068383","0,13641692","-0,258682925","0,251124315","-0,235712772","-0,086541375","0,01600114","-0,061438942","-0,058871509","0,006184123"
STAU2,CD5,"0,213716242","-0,303478705","-0,264661217","-0,362203187","0,669454913","-0,229961865","0,345396391","-0,217946303","-0,34911419","0,461459679","-0,289102631","-0,140790161","0,65705574"
CTNS,CD3,"-0,227617646","0,023431314","0,482562164","0,297748691","-0,226581319","-0,050634594","0,119066031","-0,068081845","0,138849695","-0,228604035","0,196859851","0,047996902","-0,329441499"
CDH10,CD0,"0,198335652","-0,258444627","-0,228412379","-0,203977015","0,467868125","-0,173237869","0,282127258","-0,140368969","-0,185235194","0,315159283","-0,282490426","-0,11439256","0,457066972"
INPP4A,CD5,"0,414852239","-0,345102802","-0,319231899","-0,441448454","0,703065678","-0,37475074","0,318154915","-0,177878929","-0,133583593","0,611624775","-0,245546137","-0,215519155","0,701746449"
RAB27B,CD0,"0,293128954","-0,252289773","-0,231654775","-0,235375303","0,472448945","-0,165370668","0,225852082","-0,047447248","-0,101175657","0,424608394","-0,154021136","-0,209818951","0,431904152"
PSMA4,CD5,"0,202229541","-0,42260914","0,029011718","-0,459800447","0,758484559","-0,366728427","0,504228932","-0,336075527","-0,244056916","0,696188004","-0,052069388","-0,18557432","0,557323098"
MYO16,CD1,"0,431690703","-0,095156586","-0,367888133","-0,239220378","0,276176226","-0,022174731","-0,085519439","0,156911182","0,044571438","0,399506304","-0,155470723","-0,040475553","0,425899788"
LSG1,CD0,"0,117399879","-0,163897262","0,022093359","-0,092385121","0,238622455","-0,123032735","0,195942422","-0,071608224","-0,005299499","0,234976797","0,014862107","-0,049687408","0,23648214"
PARP3,CD0,"0,045620469","0,092987309","-0,075423268","0,029543426","-0,002616521","0,184590872","-0,087384357","0,132778714","-0,030065248","0,04130576","-0,07787209","0,20605089","0,024808306"
TNC,CD4,"-0,356951322","-0,046585329","0,463896027","0,440257043","-0,224999299","-0,123639762","0,16346699","-0,18717308","0,005357159","-0,302039683","0,233660341","-0,010157629","-0,429666905"
TDP1,CD0,"-0,112987187","-0,033493616","0,036449389","-0,071321028","0,203930961","-0,158914922","0,233297861","-0,208712541","-0,205505553","0,075555618","0,032589125","-0,015854708","0,053763228"
C2orf83,CD0,"-0,026435011","0,351024092","-0,154715877","0,010580543","-0,259068093","0,419672263","-0,325096347","0,277459412","-0,010052723","-0,179788378","-0,09078685","0,088004117","-0,149535469"
SPATA7,CD5,"0,153008322","-0,352418715","-0,07498283","-0,292369374","0,582788441","-0,367579789","0,368001335","-0,291202531","-0,223942271","0,480703132","-0,151284739","-0,196005097","0,423517334"
MED17,CD7,"-0,041518537","-0,541824799","0,274326116","0,106163684","0,388486619","-0,485318226","0,573426807","-0,367065633","-0,011452007","0,191157669","-0,059865822","-0,197697878","0,212673107"
CAPG,CD4,"-0,174578234","-0,047351681","0,241747422","0,554426452","-0,265643832","0,07132592","0,015791069","0,048729146","0,17869265","-0,208595215","0,407087743","0,097840706","-0,38803314"
AP2S1,CD10,"0,608099639","-0,165619459","-0,275840679","-0,435902522","0,425913782","0,018484952","-0,051522421","0,215750413","0,195457541","0,709637805","-0,210058439","-0,143316208","0,568462282"
USH2A,CD0,"0,109741233","0,283946786","-0,179758993","-0,122488333","-0,124391028","0,212583451","-0,25411259","0,20560682","0,05679476","-0,009922223","-0,052886363","0,052134818","0,011049903"
ZPBP,CD0,"-0,025433765","0,302560111","-0,093994916","-0,036822903","-0,152417331","0,144136878","-0,201074575","0,10401599","-0,017736785","-0,10489899","-0,008033303","0,057194737","-0,076274686"
TG,CD2,"-0,061640891","0,549127374","-0,240638281","-0,077017209","-0,291885248","0,440963922","-0,407957085","0,278447968","-0,054088347","-0,192971865","0,022459578","0,118517326","-0,181699702"
ADAM28,CD11,"-0,189767012","0,243087389","0,064408555","0,030318167","-0,1863435","0,224679485","-0,098243402","0,056613588","-0,086866777","-0,148345176","0,444906629","0,073446479","-0,224878345"
BARX2,CD2,"-0,045825003","0,411417479","-0,161906884","-0,004971176","-0,242224092","0,373879299","-0,328028122","0,248656681","-0,007786254","-0,180613876","0,025422334","0,108832462","-0,135321528"
DCUN1D1,CD7,"-0,19083596","-0,424617917","0,283261908","0,138938228","0,364551669","-0,333023633","0,548753054","-0,393792677","-0,2571673","0,114930329","-0,090314143","-0,146495595","0,132115899"
JADE2,CD1,"0,458972238","-0,156214472","-0,113013355","-0,284656478","0,242111093","-0,086760619","0,001907075","0,137044217","0,25920812","0,42647287","-0,124506982","-0,065224761","0,432281319"
LCP2,CD0,"-0,078000508","0,102023395","-0,056817611","-0,061084875","-0,003055146","0,017866395","-0,04939281","-0,029433053","-0,116676314","-0,018435804","0,264743557","0,23547272","0,017501161"
TRIT1,CD0,"0,133447299","-0,373444494","0,092139679","-0,077768082","0,385471212","-0,337076695","0,361058282","-0,242701563","-0,019383501","0,311733339","-0,083362231","-0,120932768","0,296793718"
ADRB1,CD0,"0,263163253","0,083030288","-0,270711638","-0,043565402","0,033546509","0,132045847","-0,144859025","0,22170138","0,089720902","0,079826868","-0,15694773","0,045437971","0,197012076"
GUCA2B,CD2,"-0,031596929","0,554788735","-0,238974072","-0,058668373","-0,322574541","0,466177139","-0,422179088","0,331532378","0,006168233","-0,214446774","-0,024869536","0,018072819","-0,191865803"
CUL7,CD8,"0,403175018","0,2673974","-0,373342129","-0,129276971","-0,131885293","0,267577639","-0,372175523","0,439059449","0,279790565","0,095250346","-0,099805465","0,092584631","0,154390192"
CTNNA1,CD3,"-0,443160418","-0,345521876","0,821733371","0,428868108","-0,029696019","-0,226204201","0,514537872","-0,372806682","0,05123992","-0,193608319","0,292816686","0,002588384","-0,366849264"
PHKA2,CD0,"-0,034415968","0,090874405","0,24084259","0,299196406","-0,3270238","0,031567274","-0,096813328","0,110136808","0,278460259","-0,242808643","0,094433549","0,099143805","-0,227383093"
CNTLN,CD0,"-0,094949719","0,186525841","0,025278725","0,180722811","-0,303113236","0,074300062","-0,17918802","0,082388821","0,095237965","-0,265776474","0,132068962","0,145559291","-0,224639096"
EPHA3,CD0,"0,14628886","-0,133389884","-0,197459076","-0,262268425","0,399418056","-0,154071366","0,201347245","-0,105367406","-0,225165282","0,266552883","-0,143135836","0,094336152","0,38653678"
HSPA5,CD7,"-0,170088417","-0,359738856","0,212270437","0,012721835","0,333571461","-0,323512225","0,467634833","-0,371273479","-0,163003065","0,135357711","0,102057358","-0,043793592","0,080635689"
DSG2,CD0,"0,016607967","0,298943878","-0,197087743","-0,04044953","-0,188317594","0,222469082","-0,255788237","0,180157341","0,024817168","-0,110972779","0,041550815","0,259311557","-0,072531481"
GEMIN8,CD3,"-0,110167332","-0,062785201","0,351196995","0,242029017","-0,105736944","0,03161595","0,148860191","-0,008530178","0,162504032","-0,098071482","0,082287434","0,019635162","-0,18785857"
OFD1,CD3,"-0,231165721","-0,271926989","0,554765216","0,335659595","-0,133148003","-0,214196234","0,289171825","-0,17579515","0,255349196","-0,200036769","0,182395944","0,009356913","-0,303810059"
GPM6B,CD4,"-0,588849176","-0,149316711","0,624369335","0,704412217","-0,171076258","-0,227108984","0,41052108","-0,415251854","-0,154125529","-0,460689418","0,162375286","-0,157048728","-0,464773059"
MAGEC2,CD0,"-0,069228366","0,332724523","-0,056763768","0,029475235","-0,25607044","0,318004904","-0,278390035","0,184835167","0,009832729","-0,136262389","0,002530101","0,066989366","-0,188203814"
PREX2,CD4,"-0,271202936","0,137999265","0,157354371","0,60992792","-0,389416649","0,084361187","-0,088784342","0,040891663","0,036045605","-0,454637646","0,095794388","0,011010402","-0,412578364"
WDR37,CD0,"0,473753271","-0,330037985","-0,223518985","-0,252559284","0,47492713","-0,132770261","0,132768407","0,060938645","0,09201536","0,532567702","-0,215646982","-0,064113438","0,610113179"
YTHDC2,CD5,"0,157500431","-0,345463418","-0,005359354","-0,269326717","0,577275141","-0,447024266","0,469160908","-0,340891745","-0,213144633","0,37149877","-0,169251268","-0,115217364","0,488315668"
CTPS2,CD3,"-0,301257376","-0,143965795","0,566984633","0,490170099","-0,247923703","-0,124251242","0,216049021","-0,162371402","0,169699817","-0,299896521","0,254502626","0,125338056","-0,356858365"
ATP6V1H,CD10,"0,545771209","-0,387175356","-0,286094972","-0,387885004","0,641303153","-0,284157045","0,236204625","-0,071873821","0,042780012","0,740523958","-0,215780712","-0,197630008","0,726730055"
POLR2B,CD5,"0,089462985","-0,48429508","0,05686146","-0,279282079","0,725377159","-0,387467539","0,590387651","-0,404581036","-0,259174886","0,539077985","-0,093291495","-0,290121791","0,51481923"
ARAP2,CD3,"-0,265870584","-0,339030819","0,638056351","0,328425866","0,018009876","-0,330025911","0,467751082","-0,347934913","0,042746052","-0,181377003","0,035143601","-0,164883733","-0,151302329"
TPR,CD0,"-0,038125575","-0,25596621","0,143896269","0,04893789","-0,004480625","-0,135803195","0,122119897","-0,10806455","0,054035847","-0,03386648","0,007507699","-0,015267954","-0,016742265"
CP,CD0,"-0,159152107","0,074646007","0,063366053","0,268376482","-0,209354091","0,079572055","-0,064444527","0,005243783","0,08629647","-0,219742175","0,215740382","0,15940322","-0,198289022"
KIAA0556,CD0,"0,099028875","0,087177572","0,010415024","0,298175579","-0,343126688","0,087471342","-0,199849182","0,252016235","0,33392118","-0,291782104","-0,079967147","0,062412543","-0,15732918"
XK,CD5,"0,344411598","-0,395423893","-0,231129574","-0,287218233","0,648726194","-0,405712122","0,374617249","-0,259281246","-0,14799061","0,517325163","-0,316125248","-0,230692238","0,680447196"
ANO2,CD0,"-0,092963927","0,365822183","-0,120206857","0,088425867","-0,324934956","0,351411539","-0,314067358","0,236696502","0,017355326","-0,242933348","0,119572593","0,309100087","-0,2352297"
C12orf4,CD5,"0,21617179","-0,465101619","-0,120738641","-0,290612211","0,67855","-0,342729377","0,447382947","-0,268681729","-0,217773904","0,53207726","-0,228494173","-0,206293401","0,582486082"
SCML1,CD4,"-0,188378822","-0,337914684","0,200370012","0,360011724","0,161619476","-0,290667934","0,40185472","-0,282536969","-0,109783949","-0,075029981","0,054507424","-0,002833099","-0,055495133"
WWC3,CD4,"-0,160204718","-0,015108358","0,430032671","0,470260587","-0,429183651","0,098007782","-0,034271651","0,13148861","0,366007814","-0,403076261","0,15607237","0,163344262","-0,421861826"
ARHGAP6,CD0,"0,066305025","0,102891783","-0,078209561","0,02474301","-0,03789747","0,103192386","-0,061010443","0,136950125","0,084305454","0,021460277","0,108675098","0,163502904","-0,084677958"
MAP4,CD0,"0,142551863","-0,23234301","0,096926026","-0,149357814","0,284346239","-0,128155505","0,205377581","-0,062667858","0,037306334","0,285206237","-0,19020192","-0,175040462","0,183179326"
ROS1,CD0,"-0,063332041","0,224040976","-0,155689466","0,072567174","-0,124377773","0,145388554","-0,153317743","0,072480151","-0,065549825","-0,141837153","-0,033973129","0,033957121","-0,020651813"
HDAC9,CD0,"0,1893565","-0,195289952","-0,17574455","-0,206532705","0,372445208","-0,180793711","0,217364956","-0,089592762","-0,152567969","0,246369882","-0,127398552","0,028083598","0,377603729"
NOP16,CD0,"0,355481264","-0,230748049","-0,192558148","-0,272707118","0,399602973","-0,121841921","0,126957153","0,037358669","0,071079264","0,504472297","-0,040789298","-0,136939434","0,407759998"
TNFRSF17,CD0,"-0,017881408","0,298938669","-0,029443444","0,00908526","-0,161429453","0,1860832","-0,195563448","0,096463665","0,020731839","-0,088115587","-0,001759374","0,017462031","-0,07545446"
LMO3,CD1,"0,456001086","-0,231817979","-0,253042148","-0,19023759","0,402958692","-0,152109373","0,121593795","0,018925386","0,042612236","0,480961315","-0,192325564","-0,198034585","0,535879488"
MRPS10,CD5,"0,271308947","-0,456919282","-0,088807503","-0,333333311","0,655196506","-0,353774925","0,407939844","-0,269941296","-0,128069342","0,618424788","-0,126561728","-0,209660839","0,555511555"
GUCA1A,CD2,"0,01985406","0,384499707","-0,279551337","-0,108866929","-0,13856241","0,344638279","-0,3204899","0,238458121","-0,110539709","-0,068938854","-0,059363317","0,056520511","-0,040018192"
RSF1,CD0,"-0,011363409","-0,221660125","0,006455495","0,151210467","0,058992236","-0,09430123","0,163999412","-0,061662267","-0,033837073","-0,058879966","-0,133162502","-0,028499617","0,042316125"
VPS13D,CD0,"0,489237862","-0,335087956","-0,097961805","-0,276457043","0,41469675","-0,266661642","0,161796874","-0,013543107","0,181277409","0,495362669","-0,333885023","-0,221615653","0,615208273"
CELF2,CD0,"0,37640095","-0,144986798","-0,425009862","-0,231747122","0,298404421","-0,064252866","-0,007564494","0,073662087","-0,087320111","0,266202594","-0,274840798","-0,153121215","0,503276851"
FAM120A,CD4,"-0,203481079","-0,178360707","0,223037187","0,39444001","-0,095274766","-0,028637132","0,202096939","-0,073358064","0,041839053","-0,309720687","0,08010992","0,140318606","-0,199399365"
R3HDM1,CD1,"0,354469978","-0,147443146","-0,420926854","-0,209778401","0,298144451","-0,037934712","0,025772946","0,110493507","-0,017744279","0,211793094","-0,338690422","0,031727084","0,466226774"
COL9A2,CD3,"-0,027016445","0,068819856","0,611962389","0,106412808","-0,253747094","0,010602842","-0,019800402","0,09026551","0,344646398","-0,083802553","0,054397309","-0,074956742","-0,298857908"
KITLG,CD0,"0,253325897","-0,183240657","-0,323734674","-0,255391442","0,401149306","-0,053600631","0,123893629","-0,037318263","-0,182964835","0,354806572","-0,164020796","0,061946535","0,510469562"
ERCC8,CD0,"-0,106299283","-0,127004171","0,154408255","-0,045231757","0,277312978","-0,242278444","0,313497572","-0,265268046","-0,210818649","0,156549935","0,059402387","-0,035156053","0,074636447"
ADAMTS6,CD0,"-0,018637213","0,193736248","-0,151879464","-0,084706816","-0,066423593","0,031188548","-0,138466798","0,03698192","-0,09678275","-0,054333098","0,029209484","0,197153348","-0,028873056"
H6PD,CD0,"-0,070554843","0,213569388","0,146557182","0,151117645","-0,319951599","0,150896368","-0,22048724","0,12691484","0,136843753","-0,182161324","0,116114393","0,029373096","-0,269233591"
VAMP3,CD3,"-0,4800403","-0,172666307","0,873229839","0,530235492","-0,28116785","-0,128628599","0,317313685","-0,260570396","0,14061812","-0,358305781","0,314257323","-0,009032972","-0,547299546"
UTS2,CD0,"-0,031619306","0,354998764","-0,091035094","-0,058220324","-0,20712415","0,202176901","-0,236670072","0,128854143","0,013568106","-0,149806651","0,077140415","0,088371995","-0,122489157"
TNFRSF9,CD2,"-0,019494124","0,544700405","-0,265077425","-0,183259256","-0,233674068","0,345975831","-0,381852668","0,216293614","-0,087734072","-0,138774043","-0,033977859","0,076648189","-0,12077291"
EPN3,CD0,"0,153393776","0,26972836","-0,211895538","-0,060192087","-0,148467345","0,309201025","-0,308465747","0,321441718","0,134340689","-0,01514888","-0,056806153","0,101115752","0,060709334"
SRD5A2,CD6,"-0,040096765","0,443312385","-0,211225807","0,006962682","-0,369989939","0,56796954","-0,443886759","0,398668818","0,042893485","-0,247206434","0,131458514","0,23397609","-0,249276297"
LTBP1,CD4,"-0,181104884","-0,045584114","0,217798711","0,42076749","-0,222004079","-0,021746081","0,018269976","-0,018870775","0,106615417","-0,2432919","0,201209612","0,308374759","-0,280034957"
ELN,CD0,"-0,03600689","0,386533623","-0,014800769","0,123121849","-0,375727868","0,339400927","-0,310289684","0,301029932","0,191984474","-0,250733315","0,164372543","0,424558363","-0,304459419"
RFC2,CD0,"0,268944934","-0,351341315","-0,04274303","-0,24910949","0,499150997","-0,347290144","0,315407185","-0,207122359","-0,019273291","0,544634583","-0,057701213","-0,202138249","0,423732037"
NEDD4L,CD1,"0,59016742","-0,222788134","-0,403551387","-0,236594332","0,274548267","-0,085709115","-0,042485881","0,189127047","0,219063695","0,383519204","-0,253947918","-0,109562957","0,562873401"
FOXP3,CD6,"0,091341024","0,452624955","-0,226912484","-0,102425932","-0,249770388","0,55479823","-0,416799643","0,439468954","0,06657671","-0,084681932","-0,064244774","0,139131801","-0,114418775"
HEXB,CD0,"0,308008152","-0,485384346","-0,056418112","-0,226460124","0,503840002","-0,315428883","0,334753987","-0,140730283","0,0876702","0,542256439","0,044323755","-0,011879825","0,477308591"
PTCD2,CD0,"-0,043404705","-0,244483117","0,099294639","-0,222704462","0,442300226","-0,32640134","0,386430688","-0,358821065","-0,280694784","0,349054031","-0,037388131","-0,124407328","0,240761653"
DKK3,CD0,"0,18342016","-0,298068605","-0,153891945","-0,135766495","0,537236667","-0,360939028","0,367967315","-0,31388422","-0,166979276","0,431402113","-0,170145555","-0,233977583","0,489505306"
NFE2L3,CD0,"-0,160833465","0,17100533","0,23006562","-0,02939086","-0,114591078","0,13549943","0,002779365","-0,002597991","-0,019987345","-0,07519978","0,093183853","0,052317111","-0,174001211"
MCUR1,CD0,"0,029584254","-0,393691242","0,032486926","0,056886871","0,327403452","-0,285979992","0,356945499","-0,214482072","-0,056687481","0,162184022","0,016608862","-0,062689098","0,159791442"
LIMA1,CD3,"-0,481741571","0,010303867","0,571067356","0,399137656","-0,332203405","-0,075694395","0,15878658","-0,172240371","0,032953272","-0,447653177","0,366770703","0,311180921","-0,571892885"
LETMD1,CD0,"0,373820702","-0,330323492","-0,132885165","-0,310848705","0,531096317","-0,293494048","0,239421469","-0,127526633","0,015847696","0,596981852","-0,11222074","-0,182395811","0,540324498"
SLC4A8,CD0,"0,142640529","-0,241725912","0,012964652","-0,247874214","0,337142841","-0,263888624","0,224227606","-0,203189304","-0,097361513","0,284506516","-0,184614011","-0,117404911","0,339483807"
LAMC3,CD2,"0,124049102","0,488179806","-0,188597397","-0,087556388","-0,325605195","0,441906468","-0,455925799","0,418116922","0,153280998","-0,110612513","0,029200345","0,320578105","-0,131999977"
PTGER3,CD0,"0,191324567","0,017229637","-0,09274008","-0,10501206","0,072787416","0,052349042","-0,027523127","0,138110921","0,097398662","0,127970394","-0,030124056","0,075008972","0,1116768"
TNIP3,CD0,"0,097686836","0,091182992","0,029398782","-0,176548665","0,024636584","-0,024636853","-0,04241677","0,026565666","0,039774593","0,085461025","-0,071616293","-0,077306815","0,069968918"
MAPK9,CD5,"0,463967655","-0,357511607","-0,28412835","-0,545397976","0,721311227","-0,238800077","0,258980814","-0,110803639","-0,167381064","0,710226614","-0,325135105","-0,215628306","0,773663751"
HERPUD1,CD0,"-0,003710181","-0,420689054","0,121218423","-0,052457062","0,391204194","-0,351600558","0,43386932","-0,316205015","-0,083452098","0,258886386","0,125777682","0,034766429","0,258355954"
HOMER3,CD3,"-0,125277789","-0,008180294","0,433708069","0,216621003","-0,223442122","0,161556326","0,025686617","0,120498971","0,205646812","-0,170185089","0,145431612","0,10583029","-0,313332385"
RAD51,CD0,"-0,058641653","0,367984611","-0,09001217","0,026178171","-0,258976084","0,258944475","-0,2433781","0,189922039","0,044562321","-0,197002123","0,082387355","0,171044671","-0,187079982"
POLQ,CD2,"-0,058761989","0,385371341","-0,221213133","-0,043058527","-0,197750251","0,114774222","-0,253545522","0,075769646","-0,081447763","-0,170242398","-0,030310336","-0,004421198","-0,083203741"
PIK3CB,CD5,"0,226585149","-0,417767686","-0,104413281","-0,42984481","0,773267484","-0,347051511","0,486252991","-0,32948696","-0,30057475","0,611441909","-0,269777628","-0,263030193","0,71005984"
CYBA,CD11,"-0,114849954","0,106551627","0,148196275","0,224966697","-0,283175454","0,108005174","-0,130280151","0,107375443","0,21822194","-0,155369327","0,743754248","0,265814962","-0,346069595"
HEBP2,CD4,"-0,310924486","-0,08013843","0,164252837","0,547338555","-0,135117329","-0,053276084","0,165918218","-0,116372061","0,039265373","-0,288982841","0,229824941","0,197604233","-0,330665737"
PLEKHA5,CD0,"0,169954003","-0,288335731","-0,290256258","-0,179055521","0,406638018","-0,279999369","0,22580344","-0,185939419","-0,192533201","0,199372537","-0,295309809","-0,071085948","0,467238922"
PRSS8,CD2,"-0,023230317","0,497348292","-0,155116292","-0,106271799","-0,213788285","0,339403776","-0,319194193","0,237245981","-0,04683256","-0,110545278","-0,04696565","0,01871384","-0,127502609"
SIKE1,CD7,"-0,140882896","-0,224387692","0,151726345","-0,016873994","0,321447949","-0,432573855","0,467032974","-0,409003075","-0,230642999","0,051767202","0,01759555","-0,083054856","0,153015574"
RRP12,CD1,"0,601565835","-0,153855321","-0,202069065","-0,337456637","0,278220394","-0,087093209","-0,068813431","0,195201436","0,319706239","0,529880522","-0,256759791","-0,179311918","0,536332148"
MSMO1,CD7,"-0,168760364","-0,299167487","0,207465628","0,101784527","0,37773701","-0,274438845","0,478539957","-0,36310621","-0,322256282","0,107222286","-0,157398458","-0,112222144","0,112635121"
TTC17,CD0,"0,060861083","-0,185106998","0,157268506","0,166589073","-0,039138096","-0,193628719","0,129558215","-0,026365464","0,243397345","-0,018018169","0,016077582","0,003048835","-0,005211651"
ALX4,CD2,"-0,05300286","0,519148788","-0,164179726","-0,017793345","-0,325168311","0,375828442","-0,387863787","0,269141517","0,039369224","-0,228245287","-0,047128677","0,06315333","-0,222956367"
FSTL4,CD0,"0,190086243","0,235696965","-0,351184964","-0,256101003","0,015697149","0,063583025","-0,247852634","0,114363251","-0,090269752","0,08830039","-0,0672035","-0,01596862","0,184223879"
FOXN3,CD4,"-0,103569236","-0,229884076","0,17727631","0,474846734","-0,081776463","-0,088401103","0,192061242","-0,045596628","0,127381165","-0,223527648","0,085909962","0,03283243","-0,120549021"
AKR7A2,CD4,"-0,197122617","-0,167867873","0,352085729","0,437949986","-0,018530661","-0,066527344","0,264636611","-0,128198557","0,069650954","-0,068338776","0,11591884","0,126989532","-0,258828026"
MRTO4,CD0,"0,301372433","-0,195493687","-0,274309387","-0,373633372","0,417007286","-0,137460068","0,045909348","-0,066124673","-0,180046207","0,496942712","-0,170675147","-0,146726663","0,42538698"
NNAT,CD0,"0,343111882","0,027617322","-0,312072262","-0,512185452","0,383574873","0,022938454","-0,035479716","0,076924126","-0,164532009","0,485692131","-0,110472616","0,001049127","0,382643856"
USE1,CD0,"0,278280671","-0,315571636","-0,004224599","-0,230973493","0,391738425","-0,073576042","0,19172229","-0,003615605","0,01611003","0,517276981","-0,043558098","-0,046276452","0,333146538"
MCF2L2,CD0,"0,061897235","-0,001959449","-0,171977667","0,003368002","0,03358679","-0,149402075","-0,016216723","-0,013011531","-0,012787675","-0,047126041","-0,050039274","0,041372753","0,034286188"
NRIP2,CD3,"0,102536523","-0,059398311","0,269696122","-0,105572665","0,008514529","0,099585147","0,023669117","0,124157764","0,193688954","0,154532001","0,012280884","0,024983025","0,040448285"
LAMA3,CD0,"0,055216644","0,248542263","-0,120742158","-0,037068219","-0,258662927","0,254295568","-0,297965512","0,275400063","0,155869225","-0,154000833","0,041572931","0,349501574","-0,113671967"
AP5M1,CD7,"-0,175521481","-0,374583542","0,146058946","-0,064919481","0,55704304","-0,429985793","0,610751406","-0,520934949","-0,424816662","0,202402496","-0,052461095","-0,153751498","0,301882976"
KCNQ1,CD2,"-0,127129378","0,528853623","-0,206835757","-0,037727317","-0,254833014","0,374134568","-0,316595596","0,209002259","-0,141797534","-0,256466813","-0,100653933","0,070438825","-0,182493962"
TRAPPC3,CD0,"0,266130955","-0,112305855","-0,200989345","-0,227510976","0,262835987","-0,028564943","0,063659006","0,029704702","0,007145314","0,336135839","-0,046492015","-0,007548509","0,359232603"
THRAP3,CD0,"0,030575068","-0,0943141","-0,006963155","-0,03541388","0,104332739","-0,037708673","0,080784235","-0,044372707","-0,100356108","0,114001019","-0,075284442","-0,122268943","0,089834749"
ENTPD2,CD6,"0,010315619","0,302209642","-0,087427897","0,124346263","-0,309239845","0,453211989","-0,302532062","0,366766514","0,179582856","-0,203486285","0,056356134","0,204721372","-0,210365901"
ARID4B,CD7,"-0,143766999","-0,544720635","0,463284732","0,151792358","0,317348885","-0,51701192","0,6433662","-0,458251367","-0,02037685","0,06977413","0,062199855","-0,158705673","0,084780022"
OPN3,CD13,"0,408506956","-0,203885168","-0,32532816","-0,457509376","0,50947737","-0,135547996","0,088471539","-0,02584972","-0,126620598","0,530645137","-0,272307807","-0,030398818","0,658312145"
PTPRN,CD1,"0,795422025","-0,158260018","-0,403907948","-0,425984413","0,330961726","-0,001236746","-0,184216269","0,37582349","0,348552765","0,622231593","-0,287126534","-0,103860731","0,596073914"
HHAT,CD0,"0,1694647","-0,166804724","-0,074426862","-0,013105758","0,147525577","0,044868206","0,052296959","0,10605576","0,048247758","0,188405225","-0,149627902","0,047740573","0,193894686"
KIF1B,CD0,"0,016824193","-0,32538191","0,285473939","0,016601282","0,321025159","-0,28657102","0,425741745","-0,263018364","-0,048775247","0,159772474","-0,216840608","-0,248592707","0,217657374"
